Prologue	NOUN	prologue
Les	DET	le
Indiens	NOUN	indien
,	PUNCT	,
immobiles	ADJ	immobile
comme	CONJ	comme
des	ADP	du
statues	NOUN	statue
de	ADP	de
bronze	NOUN	bronze
,	PUNCT	,
attendaient	VERB	attendre
,	PUNCT	,
sans	ADP	sans
témoigner	VERB	témoigner
la	DET	le
moindre	ADJ	moindre
impatience	NOUN	impatience
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Vers	ADP	vers
onze	NUM	onze
heures	NOUN	heure
du	ADP	du
soir	NOUN	soir
la	DET	le
lune	NOUN	lune
se	PRON	se
leva	VERB	lever
,	PUNCT	,
éclairant	VERB	éclairer
le	DET	le
paysage	NOUN	paysage
de	ADP	de
ses	PRON	son
reflets	NOUN	reflet
argentés	ADJ	argenté
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Au	ADP	au
même	ADJ	même
instant	NOUN	instant
les	DET	le
hurlements	NOUN	hurlement
éloignés	VERB	éloigner
d'	ADP	de
un	DET	un
chien	NOUN	chien
se	PRON	se
firent	VERB	faire
entendre	VERB	entendre
à	ADP	à
deux	NUM	deux
reprises	NOUN	reprise
.	PUNCT	.
<EOS>	<EOS>	<EOS>
La	DET	le
Tête-d'Aigle	NOUN	tête-d'aigle
se	PRON	se
détachant	VERB	détacher
alors	ADV	alors
de	ADP	de
l'	DET	le
arbre	NOUN	arbre
derrière	ADP	derrière
lequel	PRON	lequel
il	PRON	il
s'	PRON	se
abritait	VERB	abriter
,	PUNCT	,
commença	VERB	commencer
à	ADP	à
ramper	VERB	ramper
avec	ADP	avec
une	DET	un
adresse	NOUN	adresse
et	CONJ	et
une	DET	un
vélocité	NOUN	vélocité
extrêmes	ADJ	extrême
dans	ADP	dans
la	DET	le
direction	NOUN	direction
du	ADP	du
village	NOUN	village
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Arrivé	VERB	arriver
sur	ADP	sur
la	DET	le
lisière	NOUN	lisière
de	ADP	de
la	DET	le
forêt	NOUN	forêt
il	PRON	il
s'	PRON	se
arrêta	VERB	arrêter
,	PUNCT	,
puis	ADV	puis
après	ADP	après
avoir	VERB	avoir
jeté	VERB	jeter
autour	ADV	autour
de	ADP	de
lui	PRON	lui
un	DET	un
regard	NOUN	regard
investigateur	NOUN	investigateur
,	PUNCT	,
il	PRON	il
imita	VERB	imiter
le	DET	le
hennissement	NOUN	hennissement
du	ADP	du
cheval	NOUN	cheval
avec	ADP	avec
une	DET	un
telle	PRON	tel
perfection	NOUN	perfection
que	CONJ	que
deux	NUM	deux
chevaux	NOUN	cheval
du	ADP	du
village	NOUN	village
lui	PRON	lui
répondirent	VERB	répondre
immédiatement	ADV	immédiatement
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Après	ADP	après
quelques	PRON	quelque
secondes	NOUN	second|seconde
d'	ADP	de
attente	NOUN	attente
,	PUNCT	,
l'	DET	le
ouïe	NOUN	ouïe
exercée	VERB	exercer
du	ADP	du
chef	NOUN	chef
perçut	VERB	percevoir
un	DET	un
bruit	NOUN	bruit
presque	ADV	presque
insensible	ADJ	insensible
dans	ADP	dans
les	DET	le
feuilles	NOUN	feuille
,	PUNCT	,
le	DET	le
grave	ADJ	grave
mugissement	NOUN	mugissement
d'	ADP	de
un	DET	un
bœuf	NOUN	bœuf
se	PRON	se
fit	VERB	faire
entendre	VERB	entendre
à	ADP	à
une	DET	un
courte	ADJ	court
distance	NOUN	distance
,	PUNCT	,
alors	ADV	alors
le	DET	le
chef	NOUN	chef
se	PRON	se
leva	VERB	lever
et	CONJ	et
attendit	VERB	attendre
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Deux	NUM	deux
secondes	NOUN	second|seconde
plus	ADV	plus
tard	ADV	tard
un	DET	un
homme	NOUN	homme
le	PRON	le
rejoignait	VERB	rejoindre
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Cet	PRON	ce
homme	NOUN	homme
était	VERB	être
Blancs-Yeux	ADJ	blancs-yeux
,	PUNCT	,
le	DET	le
vieux	ADJ	vieux
chasseur	NOUN	chasseur
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Un	DET	un
sourire	NOUN	sourire
sinistre	ADJ	sinistre
relevait	VERB	relever
le	DET	le
coin	NOUN	coin
de	ADP	de
ses	PRON	son
lèvres	NOUN	lèvre
minces	ADJ	mince
.	PUNCT	.
<EOS>	<EOS>	<EOS>
--	PUNCT	--
Que	PRON	que
font	VERB	faire
les	DET	le
Blancs	NOUN	blancs
?	PUNCT	?
<EOS>	<EOS>	<EOS>
demanda	VERB	demander
le	DET	le
chef	NOUN	chef
.	PUNCT	.
<EOS>	<EOS>	<EOS>
--	PUNCT	--
Ils	PRON	il
dorment	VERB	dormir
,	PUNCT	,
répondit	VERB	répondre
le	DET	le
métis	ADJ	métis
.	PUNCT	.
<EOS>	<EOS>	<EOS>
--	PUNCT	--
Mon	PRON	mon
frère	NOUN	frère
me	PRON	me
les	PRON	la|le
livrera	VERB	livrer
?	PUNCT	?
<EOS>	<EOS>	<EOS>
--	PUNCT	--
Donnant	VERB	donner
,	PUNCT	,
donnant	ADJ	donnant
.	PUNCT	.
<EOS>	<EOS>	<EOS>
--	PUNCT	--
Un	DET	un
chef	NOUN	chef
n'	ADV	ne
a	VERB	avoir
qu'	CONJ	que
une	DET	un
parole	NOUN	parole
.	PUNCT	.
<EOS>	<EOS>	<EOS>
La	DET	le
femme	NOUN	femme
pâle	ADJ	pâle
et	CONJ	et
la	DET	le
tête	NOUN	tête
grise	ADJ	gris
?	PUNCT	?
<EOS>	<EOS>	<EOS>
--	PUNCT	--
Sont	VERB	être
ici	ADV	ici
.	PUNCT	.
<EOS>	<EOS>	<EOS>
--	PUNCT	--
Ils	PRON	il
m'	PRON	me
appartiendront	VERB	appartenir
?	PUNCT	?
<EOS>	<EOS>	<EOS>
--	PUNCT	--
Tous	PRON	tout
les	DET	le
habitants	NOUN	habitant
du	ADP	du
village	NOUN	village
seront	VERB	être
remis	VERB	remettre
entre	ADP	entre
les	DET	le
mains	NOUN	main
de	ADP	de
mon	PRON	mon
frère	NOUN	frère
.	PUNCT	.
<EOS>	<EOS>	<EOS>
--	PUNCT	--
Och	NOUN	och
!	PUNCT	!
<EOS>	<EOS>	<EOS>
le	DET	le
chasseur	NOUN	chasseur
n'	ADV	ne
est	VERB	être
pas	ADV	pas
venu	VERB	venir
?	PUNCT	?
<EOS>	<EOS>	<EOS>
--	PUNCT	--
Pas	ADV	pas
encore	ADV	encore
.	PUNCT	.
<EOS>	<EOS>	<EOS>
--	PUNCT	--
Il	PRON	il
arrivera	VERB	arriver
trop	ADV	trop
tard	ADV	tard
.	PUNCT	.
<EOS>	<EOS>	<EOS>
--	PUNCT	--
C'	PRON	ce
est	VERB	être
probable	ADJ	probable
.	PUNCT	.
<EOS>	<EOS>	<EOS>
--	PUNCT	--
Que	PRON	que
dit	VERB	dire
mon	PRON	mon
frère	NOUN	frère
à	ADP	à
présent	NOUN	présent
?	PUNCT	?
<EOS>	<EOS>	<EOS>
--	PUNCT	--
Où	PRON	où
est	VERB	être
ce	PRON	ce
que	PRON	que
j'	PRON	je
ai	VERB	avoir
demandé	VERB	demander
au	ADP	au
chef	NOUN	chef
?	PUNCT	?
<EOS>	<EOS>	<EOS>
fit	VERB	faire
le	DET	le
chasseur	NOUN	chasseur
.	PUNCT	.
<EOS>	<EOS>	<EOS>
--	PUNCT	--
Les	DET	le
peaux	NOUN	peau
,	PUNCT	,
les	DET	le
fusils	NOUN	fusil
et	CONJ	et
la	DET	le
poudre	NOUN	poudre
sont	VERB	être
en	ADP	en
arrière	ADV	arrière
gardés	VERB	garder
par	ADP	par
mes	PRON	mon
jeunes	ADJ	jeune
gens	NOUN	gens
.	PUNCT	.
<EOS>	<EOS>	<EOS>
--	PUNCT	--
Je	PRON	je
me	PRON	me
fie	VERB	fier
à	ADP	à
vous	PRON	vous
,	PUNCT	,
chef	NOUN	chef
,	PUNCT	,
répondit	VERB	répondre
le	DET	le
chasseur	NOUN	chasseur
,	PUNCT	,
mais	CONJ	mais
si	CONJ	si
vous	PRON	vous
me	PRON	me
trompez	VERB	tromper
...	PUNCT	...
--	PUNCT	--
Un	NOUN	un
Indien	NOUN	indien
n'	ADV	ne
a	VERB	avoir
qu'	CONJ	que
une	DET	un
parole	NOUN	parole
.	PUNCT	.
<EOS>	<EOS>	<EOS>
--	PUNCT	--
C'	PRON	ce
est	VERB	être
bon	ADJ	bon
!	PUNCT	!
...	PUNCT	...
<EOS>	<EOS>	<EOS>
alors	ADV	alors
quand	CONJ	quand
vous	PRON	vous
voudrez	VERB	vouloir
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Dix	NUM	dix
minutes	NOUN	minute
plus	ADV	plus
tard	ADV	tard
,	PUNCT	,
les	DET	le
Indiens	NOUN	indien
étaient	VERB	être
maîtres	NOUN	maître
du	ADP	du
village	NOUN	village
,	PUNCT	,
dont	PRON	dont
tous	PRON	tout
les	DET	le
habitants	NOUN	habitant
,	PUNCT	,
réveillés	VERB	réveiller
les	DET	le
uns	NOUN	un
après	ADP	après
les	DET	le
autres	ADJ	autre
,	PUNCT	,
avaient	VERB	avoir
été	VERB	être
faits	VERB	faire
prisonniers	NOUN	prisonnier
sans	ADP	sans
coup	NOUN	coup
férir	ADJ	férir
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Le	DET	le
fort	ADJ	fort
était	VERB	être
cerné	VERB	cerner
par	ADP	par
les	DET	le
Comanches	NOUN	comanches
,	PUNCT	,
qui	PRON	qui
après	ADP	après
avoir	VERB	avoir
entassé	VERB	entasser
au	ADP	au
pied	NOUN	pied
de	ADP	de
ses	PRON	son
murailles	NOUN	muraille
de	ADP	de
troncs	NOUN	tronc
d'	ADP	de
arbres	NOUN	arbre
les	DET	le
charrettes	NOUN	charrette
,	PUNCT	,
les	DET	le
meubles	NOUN	meuble
et	CONJ	et
tous	PRON	tout
les	DET	le
instruments	NOUN	instrument
de	ADP	de
labourage	NOUN	labourage
des	ADP	du
colons	NOUN	colon
désespérés	ADJ	désespéré
,	PUNCT	,
n'	ADV	ne
attendaient	VERB	attendre
plus	ADV	plus
qu'	CONJ	que
un	DET	un
signal	NOUN	signal
de	ADP	de
leur	PRON	leur
chef	NOUN	chef
pour	ADP	pour
commencer	VERB	commencer
l'	DET	le
attaque	NOUN	attaque
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Tout	ADV	tout
à	ADP	à
coup	NOUN	coup
une	DET	un
forme	NOUN	forme
vague	ADJ	vague
se	PRON	se
dessina	VERB	dessiner
au	ADP	au
sommet	NOUN	sommet
du	ADP	du
fort	ADJ	fort
et	CONJ	et
le	DET	le
cri	NOUN	cri
de	ADP	de
l'	DET	le
épervier	NOUN	épervier
d'	ADP	de
eau	NOUN	eau
traversa	VERB	traverser
l'	DET	le
espace	NOUN	espace
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Les	DET	le
Indiens	NOUN	indien
mirent	VERB	mettre
le	DET	le
feu	NOUN	feu
à	ADP	à
l'	DET	le
espèce	NOUN	espèce
de	ADP	de
bûcher	NOUN	bûcher
qu'	PRON	que
ils	PRON	il
avaient	VERB	avoir
élevé	VERB	élever
et	CONJ	et
se	PRON	se
précipitèrent	VERB	précipiter
contre	ADP	contre
les	DET	le
palissades	NOUN	palissade
,	PUNCT	,
en	PRON	en
poussant	VERB	pousser
tous	PRON	tout
ensemble	NOUN	ensemble
cet	PRON	ce
horrible	ADJ	horrible
et	CONJ	et
strident	ADJ	strident
cri	NOUN	cri
de	ADP	de
guerre	NOUN	guerre
qui	PRON	qui
leur	PRON	lui
est	VERB	être
particulier	ADJ	particulier
,	PUNCT	,
et	CONJ	et
qui	PRON	qui
sur	ADP	sur
les	DET	le
frontières	ADJ	frontière
est	VERB	être
toujours	ADV	toujours
le	DET	le
signal	NOUN	signal
du	ADP	du
massacre	NOUN	massacre
.	PUNCT	.
<EOS>	<EOS>	<EOS>
VIII	NUM	viii
--	PUNCT	--
La	DET	le
vengeance	NOUN	vengeance
indienne	ADJ	indien
La	DET	le
position	NOUN	position
des	ADP	du
Américains	NOUN	américains
était	VERB	être
des	ADP	du
plus	ADV	plus
critiques	ADJ	critique
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Le	DET	le
capitaine	NOUN	capitaine
,	PUNCT	,
surpris	VERB	surprendre
par	ADP	par
l'	DET	le
attaque	NOUN	attaque
silencieuse	ADJ	silencieux
des	ADP	du
Comanches	NOUN	comanches
,	PUNCT	,
avait	VERB	avoir
été	VERB	être
réveillé	VERB	réveiller
en	ADP	en
sursaut	NOUN	sursaut
par	ADP	par
l'	DET	le
effroyable	ADJ	effroyable
cri	NOUN	cri
de	ADP	de
guerre	NOUN	guerre
qu'	PRON	que
ils	PRON	il
avaient	VERB	avoir
poussé	VERB	pousser
,	PUNCT	,
dès	ADP	dès
que	CONJ	que
le	DET	le
feu	NOUN	feu
avait	VERB	avoir
été	VERB	être
mis	VERB	mettre
par	ADP	par
eux	PRON	eux
aux	ADP	au
matériaux	NOUN	matériau|matériaux
entassés	VERB	entasser
devant	ADP	devant
le	DET	le
fort	ADJ	fort
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Sautant	VERB	sauter
au	ADP	au
bas	NOUN	bas
de	ADP	de
son	PRON	son
lit	NOUN	lit
,	PUNCT	,
le	DET	le
brave	ADJ	brave
officier	NOUN	officier
,	PUNCT	,
un	DET	un
moment	NOUN	moment
ébloui	VERB	éblouir
par	ADP	par
les	DET	le
lueurs	NOUN	lueur
rougeâtres	ADJ	rougeâtre
des	ADP	du
flammes	NOUN	flamme
,	PUNCT	,
s'	PRON	se
était	VERB	être
à	ADP	à
demi	ADV	demi
vêtu	VERB	vêtir
et	CONJ	et
son	PRON	son
sabre	NOUN	sabre
à	ADP	à
la	DET	le
main	NOUN	main
précipité	VERB	précipiter
du	ADP	du
côté	NOUN	côté
où	PRON	où
reposait	VERB	reposer
la	DET	le
garnison	NOUN	garnison
,	PUNCT	,
qui	PRON	qui
déjà	ADV	déjà
avait	VERB	avoir
pris	VERB	prendre
l'	DET	le
alarme	NOUN	alarme
et	CONJ	et
se	PRON	se
hâtait	VERB	hâter
de	ADP	de
se	PRON	se
rendre	VERB	rendre
à	ADP	à
son	PRON	son
poste	NOUN	poste
avec	ADP	avec
cette	PRON	ce
insouciante	ADJ	insouciant
bravoure	NOUN	bravoure
qui	PRON	qui
distingue	VERB	distinguer
les	DET	le
Yankees	NOUN	yankee
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Mais	CONJ	mais
que	CONJ	que
faire	VERB	faire
?	PUNCT	?
<EOS>	<EOS>	<EOS>
La	DET	le
garnison	NOUN	garnison
se	PRON	se
montait	VERB	monter
,	PUNCT	,
capitaine	NOUN	capitaine
compris	VERB	comprendre
,	PUNCT	,
à	ADP	à
douze	NUM	douze
hommes	NOUN	homme
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Comment	ADV	comment
,	PUNCT	,
avec	ADP	avec
une	DET	un
force	NOUN	force
numérique	ADJ	numérique
aussi	ADV	aussi
faible	ADJ	faible
,	PUNCT	,
résister	VERB	résister
aux	ADP	au
Indiens	NOUN	indien
dont	PRON	dont
il	PRON	il
voyait	VERB	voir
les	DET	le
diaboliques	ADJ	diabolique
silhouettes	NOUN	silhouette
se	PRON	se
dessiner	VERB	dessiner
fantastiquement	ADV	fantastiquement
aux	ADP	au
reflets	NOUN	reflet
sinistres	ADJ	sinistre
de	ADP	de
l'	DET	le
incendie	NOUN	incendie
?	PUNCT	?
<EOS>	<EOS>	<EOS>
L'	DET	le
officier	NOUN	officier
poussa	VERB	pousser
un	DET	un
soupir	NOUN	soupir
.	PUNCT	.
<EOS>	<EOS>	<EOS>
--	PUNCT	--
Nous	PRON	nous
sommes	VERB	sommer|être
perdus	VERB	perdre
!	PUNCT	!
<EOS>	<EOS>	<EOS>
murmura-t-il	NOUN	murmura-t-il
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Dans	ADP	dans
les	DET	le
combats	NOUN	combat
incessants	ADJ	incessant
qui	PRON	qui
se	PRON	se
livrent	VERB	livrer
sur	ADP	sur
les	DET	le
frontières	ADJ	frontière
indiennes	NOUN	indien|indienne
,	PUNCT	,
les	DET	le
lois	NOUN	loi
de	ADP	de
nos	PRON	notre
guerres	NOUN	guerre
civilisées	VERB	civiliser
sont	VERB	être
complètement	ADV	complètement
inconnues	ADJ	inconnu
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Le	DET	le
vae	NOUN	vae
victis	ADJ	victis
règne	VERB	régner
dans	ADP	dans
toute	PRON	tout
l'	DET	le
acception	NOUN	acception
du	ADP	du
mot	NOUN	mot
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Les	DET	le
ennemis	NOUN	ennemi
acharnés	VERB	acharner
qui	PRON	qui
combattent	VERB	combattre
les	DET	le
uns	NOUN	un
contre	ADP	contre
les	DET	le
autres	ADJ	autre
avec	ADP	avec
tous	PRON	tout
les	DET	le
raffinements	NOUN	raffinement
de	ADP	de
la	DET	le
barbarie	NOUN	barbarie
ne	ADV	ne
demandent	VERB	demander
et	CONJ	et
n'	ADV	ne
accordent	VERB	accorder
pas	ADV	pas
de	ADP	de
quartier	NOUN	quartier
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Toute	PRON	tout
lutte	NOUN	lutte
est	VERB	être
donc	ADV	donc
une	DET	un
question	NOUN	question
de	ADP	de
vie	NOUN	vie
ou	CONJ	ou
de	ADP	de
mort	NOUN	mort
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Tel	PRON	tel
est	VERB	être
l'	DET	le
usage	NOUN	usage
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Le	DET	le
capitaine	NOUN	capitaine
le	PRON	le
savait	VERB	savoir
,	PUNCT	,
aussi	ADV	aussi
ne	ADV	ne
se	PRON	se
faisait-il	VERB	faisait-il
pas	ADV	pas
la	DET	le
moindre	ADJ	moindre
illusion	NOUN	illusion
sur	ADP	sur
le	DET	le
sort	NOUN	sort
qui	PRON	qui
l'	PRON	la|le
attendait	VERB	attendre
s'	PRON	se
il	PRON	il
tombait	VERB	tomber
aux	ADP	au
mains	NOUN	main
des	ADP	du
Comanches	NOUN	comanches
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Il	PRON	il
avait	VERB	avoir
commis	VERB	commettre
la	DET	le
faute	NOUN	faute
de	ADP	de
se	PRON	se
laisser	VERB	laisser
surprendre	VERB	surprendre
par	ADP	par
les	DET	le
Peaux-Rouges	NOUN	peaux-rouges
,	PUNCT	,
il	PRON	il
devait	VERB	devoir
subir	VERB	subir
les	DET	le
conséquences	NOUN	conséquence
de	ADP	de
son	PRON	son
imprudence	NOUN	imprudence
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Mais	CONJ	mais
le	DET	le
capitaine	NOUN	capitaine
était	VERB	être
un	DET	un
brave	ADJ	brave
soldat	NOUN	soldat
;	PUNCT	;
certain	PRON	certain
de	ADP	de
ne	ADV	ne
pouvoir	VERB	pouvoir
se	PRON	se
retirer	VERB	retirer
sain	NOUN	sain
et	CONJ	et
sauf	ADP	sauf
du	ADP	du
guêpier	NOUN	guêpier
dans	ADP	dans
lequel	PRON	lequel
il	PRON	il
se	PRON	se
trouvait	VERB	trouver
,	PUNCT	,
il	PRON	il
voulut	VERB	vouloir
du	ADP	du
moins	ADV	moins
succomber	VERB	succomber
avec	ADP	avec
honneur	NOUN	honneur
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Les	DET	le
soldats	NOUN	soldat
n'	ADV	ne
avaient	VERB	avoir
pas	ADV	pas
besoin	NOUN	besoin
d'	ADP	de
être	VERB	être
excités	VERB	exciter
à	ADP	à
faire	VERB	faire
leur	PRON	leur
devoir	NOUN	devoir
,	PUNCT	,
ils	PRON	il
savaient	VERB	savoir
aussi	ADV	aussi
bien	ADV	bien
que	CONJ	que
leur	PRON	leur
capitaine	NOUN	capitaine
qu'	CONJ	que
il	PRON	il
ne	ADV	ne
leur	PRON	lui
restait	VERB	rester
aucune	PRON	aucun
chance	NOUN	chance
de	ADP	de
salut	NOUN	salut
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Aussi	ADV	aussi
les	DET	le
défenseurs	NOUN	défenseur
du	ADP	du
fort	NOUN	fort
se	PRON	se
placèrent	VERB	placer
résolument	ADV	résolument
derrière	ADP	derrière
les	DET	le
barricades	NOUN	barricade
et	CONJ	et
commencèrent	VERB	commencer
à	ADP	à
fusiller	VERB	fusiller
les	DET	le
Indiens	NOUN	indien
avec	ADP	avec
une	DET	un
justesse	NOUN	justesse
et	CONJ	et
une	DET	un
précision	NOUN	précision
qui	PRON	qui
ne	ADV	ne
laissèrent	VERB	laisser
pas	ADV	pas
que	CONJ	que
de	ADP	de
leur	PRON	lui
causer	VERB	causer
de	ADP	de
grandes	ADJ	grand
pertes	NOUN	perte
.	PUNCT	.
<EOS>	<EOS>	<EOS>
La	DET	le
première	NUM	premier
personne	NOUN	personne
que	CONJ	que
le	DET	le
capitaine	NOUN	capitaine
aperçut	VERB	apercevoir
en	ADP	en
montant	VERB	monter
sur	ADP	sur
la	DET	le
plate-forme	NOUN	plate-forme
du	ADP	du
fortin	NOUN	fortin
fut	VERB	être
le	DET	le
vieux	ADJ	vieux
chasseur	NOUN	chasseur
Blancs-Yeux	ADJ	blancs-yeux
.	PUNCT	.
<EOS>	<EOS>	<EOS>
--	PUNCT	--
Ah	X	ah
!	PUNCT	!
<EOS>	<EOS>	<EOS>
ah	X	ah
!	PUNCT	!
<EOS>	<EOS>	<EOS>
murmura	VERB	murmurer
l'	DET	le
officier	NOUN	officier
à	ADP	à
part	NOUN	part
lui	PRON	lui
,	PUNCT	,
que	PRON	que
fait	VERB	faire
ici	ADV	ici
cet	PRON	ce
homme	NOUN	homme
et	CONJ	et
comment	ADV	comment
y	PRON	y
est-il	ADJ	est-il
arrivé	NOUN	arrivé
?	PUNCT	?
<EOS>	<EOS>	<EOS>
Tirant	VERB	tirer
alors	ADV	alors
un	DET	un
pistolet	NOUN	pistolet
de	ADP	de
sa	PRON	son
ceinture	NOUN	ceinture
,	PUNCT	,
il	PRON	il
marcha	VERB	marcher
droit	NOUN	droit
au	ADP	au
métis	ADJ	métis
,	PUNCT	,
et	CONJ	et
le	DET	le
saisissant	NOUN	saisissant
par	ADP	par
la	DET	le
gorge	NOUN	gorge
il	PRON	il
lui	PRON	lui
appuya	VERB	appuyer
le	DET	le
canon	NOUN	canon
de	ADP	de
l'	DET	le
arme	NOUN	arme
sur	ADP	sur
la	DET	le
poitrine	NOUN	poitrine
,	PUNCT	,
en	ADP	en
lui	PRON	lui
disant	VERB	dire
avec	ADP	avec
ce	PRON	ce
sang-froid	NOUN	sang-froid
que	CONJ	que
les	DET	le
Américains	NOUN	américains
tiennent	VERB	tenir
des	ADP	du
Anglais	NOUN	anglais
et	CONJ	et
qu'	PRON	que
ils	PRON	il
ont	VERB	avoir
considérablement	ADV	considérablement
augmenté	VERB	augmenter
:	PUNCT	:
--	PUNCT	--
De	ADP	de
quelle	PRON	quel
façon	NOUN	façon
vous	PRON	vous
êtes	VERB	être
-vous	PRON	vous
donc	ADV	donc
introduit	VERB	introduire
dans	ADP	dans
le	DET	le
fort	ADJ	fort
,	PUNCT	,
vieille	ADJ	vieux
chouette	NOUN	chouette
?	PUNCT	?
<EOS>	<EOS>	<EOS>
--	PUNCT	--
Eh	X	eh
!	PUNCT	!
<EOS>	<EOS>	<EOS>
par	ADP	par
la	DET	le
porte	NOUN	porte
apparemment	ADV	apparemment
,	PUNCT	,
répondit	VERB	répondre
l'	DET	le
autre	ADJ	autre
sans	ADP	sans
s'	PRON	se
émouvoir	VERB	émouvoir
.	PUNCT	.
<EOS>	<EOS>	<EOS>
--	PUNCT	--
Ah	X	ah
!	PUNCT	!
<EOS>	<EOS>	<EOS>
bah	X	bah
!	PUNCT	!
<EOS>	<EOS>	<EOS>
vous	PRON	vous
êtes	VERB	être
donc	ADV	donc
sorcier	NOUN	sorcier
alors	ADV	alors
?	PUNCT	?
<EOS>	<EOS>	<EOS>
--	PUNCT	--
Peut-être	ADV	peut-être
.	PUNCT	.
<EOS>	<EOS>	<EOS>
--	PUNCT	--
Trêve	NOUN	trêve
de	ADP	de
raillerie	NOUN	raillerie
,	PUNCT	,
sang-mêlé	NOUN	sang-mêlé
,	PUNCT	,
vous	PRON	vous
nous	PRON	nous
avez	VERB	avoir
vendus	VERB	vendre
à	ADP	à
vos	PRON	votre
frères	NOUN	frère
,	PUNCT	,
les	DET	le
Peaux-Rouges	NOUN	peaux-rouges
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Un	DET	un
sourire	NOUN	sourire
sinistre	ADJ	sinistre
éclaira	VERB	éclairer
le	DET	le
visage	NOUN	visage
du	ADP	du
métis	ADJ	métis
,	PUNCT	,
le	DET	le
capitaine	NOUN	capitaine
l'	PRON	la|le
aperçut	VERB	apercevoir
.	PUNCT	.
<EOS>	<EOS>	<EOS>
--	PUNCT	--
Mais	CONJ	mais
votre	PRON	votre
trahison	NOUN	trahison
ne	ADV	ne
vous	PRON	vous
profitera	VERB	profiter
pas	ADV	pas
,	PUNCT	,
misérable	ADJ	misérable
,	PUNCT	,
dit-il	NOUN	dit-il
d'	ADP	de
une	DET	un
voix	NOUN	voix
tonnante	ADJ	tonnant
,	PUNCT	,
vous	PRON	vous
en	PRON	en
serez	VERB	être
la	DET	le
première	NUM	premier
victime	NOUN	victime
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Le	DET	le
chasseur	NOUN	chasseur
se	PRON	se
dégagea	VERB	dégager
par	ADP	par
un	DET	un
mouvement	NOUN	mouvement
brusque	ADJ	brusque
et	CONJ	et
inattendu	ADJ	inattendu
;	PUNCT	;
puis	ADV	puis
il	PRON	il
fit	VERB	faire
un	DET	un
bond	NOUN	bond
en	ADP	en
arrière	ADJ	arrière
et	CONJ	et
épaulant	VERB	épauler
son	PRON	son
fusil	NOUN	fusil
:	PUNCT	:
--	PUNCT	--
Nous	PRON	nous
verrons	VERB	voir
,	PUNCT	,
dit-il	NOUN	dit-il
en	ADP	en
ricanant	VERB	ricaner
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Ces	PRON	ce
deux	NUM	deux
hommes	NOUN	homme
placés	VERB	placer
face	NOUN	face
à	ADP	à
face	NOUN	face
sur	ADP	sur
cette	PRON	ce
étroite	ADJ	étroit
plate-forme	NOUN	plate-forme
éclairée	VERB	éclairer
par	ADP	par
les	DET	le
reflets	NOUN	reflet
sinistres	ADJ	sinistre
de	ADP	de
l'	DET	le
incendie	NOUN	incendie
,	PUNCT	,
dont	PRON	dont
l'	DET	le
intensité	NOUN	intensité
croissait	VERB	croître
à	ADP	à
chaque	PRON	chaque
seconde	NOUN	second|seconde
,	PUNCT	,
avaient	VERB	avoir
une	DET	un
expression	NOUN	expression
terrifiante	ADJ	terrifiant
pour	ADP	pour
le	DET	le
spectateur	NOUN	spectateur
auquel	PRON	auquel
il	PRON	il
aurait	VERB	avoir
été	VERB	être
donné	VERB	donner
de	ADP	de
les	PRON	la|le
contempler	VERB	contempler
de	ADP	de
sang-froid	NOUN	sang-froid
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Chacun	PRON	chacun
d'	ADP	de
eux	PRON	eux
personnifiait	VERB	personnifier
en	ADP	en
lui	PRON	lui
ces	PRON	ce
deux	NUM	deux
races	NOUN	race
en	ADP	en
présence	NOUN	présence
aux	ADP	au
États-Unis	NOUN	états-unis
,	PUNCT	,
dont	PRON	dont
la	DET	le
lutte	NOUN	lutte
ne	ADV	ne
finira	VERB	finir
que	CONJ	que
par	ADP	par
l'	DET	le
